adlist_id,user_fingerprint,,user_id_encode,item_id_encode
51537577,9a669811-0bf0-4501-9690-c0b891c6c009,,51,191
51543283,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,192
51560448,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,193
51585722,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,194
51586453,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,195
51609024,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,196
51756343,65744df7-1a41-4b87-9d76-a33ffa23824b,,31,197
51765722,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,198
51767606,a189cd10-865d-4940-9315-fae870dea434,,53,199
51795343,65744df7-1a41-4b87-9d76-a33ffa23824b,,31,200
51819990,425a2c49-db51-4375-ba74-6efa17754955,,19,201
51820581,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,,45,202
51821573,16076e37-856f-44b2-b945-9abd82b2abc1,,7,203
51825602,46fbb6b9-c246-4b62-948e-75942dd8e31b,,22,204
51839673,c007cddf-4a7f-4d5e-8083-302f224d44f8,,59,205
51849560,29470a9d-d065-410c-8b35-31a598add551,,11,206
51851168,29470a9d-d065-410c-8b35-31a598add551,,11,207
51931569,65744df7-1a41-4b87-9d76-a33ffa23824b,,31,208
51979430,7a1a9772-f52f-4eb4-983e-7febf40f026d,,42,209
52023402,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,210
52042517,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,211
52153985,926da28c-000f-4676-a2ac-a24c348c0827,,48,212
52205887,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,213
52302037,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,214
52390730,7a1a9772-f52f-4eb4-983e-7febf40f026d,,42,215
52421019,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,216
52455256,926da28c-000f-4676-a2ac-a24c348c0827,,48,217
52466360,ecbce3b2-de36-4e32-872c-455e838e0e0c,,74,218
52517324,35754489-0878-449d-b2bd-2a195ab1676a,,14,219
52535986,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,220
52540472,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,221
52544010,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,,45,222
52569922,11bd997d-3fbc-4171-9620-851df209e347,,6,223
52569922,bc2eadf7-2b57-4305-b2ec-202abbf9a475,,58,223
52575091,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,,50,224
52611319,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,225
52693112,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,,45,226
52693887,49beb268-8b94-41ba-9f4f-02a774f9e07f,,24,227
52768684,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,228
52771011,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,229
52781977,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,230
52826299,7a1a9772-f52f-4eb4-983e-7febf40f026d,,42,231
52888253,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,,0,232
52946576,044f265e-6406-451b-91e0-747012242979,,2,233
52999816,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,234
53002702,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,,32,235
53088979,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,236
53094881,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,237
53100873,11bd997d-3fbc-4171-9620-851df209e347,,6,238
53124852,4d588d34-b005-4e72-8144-c9f9b8fd842f,,26,239
53166156,49beb268-8b94-41ba-9f4f-02a774f9e07f,,24,240
53173415,49beb268-8b94-41ba-9f4f-02a774f9e07f,,24,241
53218883,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,242
53220936,04fec418-63c0-463c-95b0-f96087efb92d,,3,243
53274796,6e0a63e1-7efa-49ca-95be-6d11ba7b3f14,,36,244
53277382,9c2439d8-f296-4c3c-b4dd-132a2915dbff,,52,245
53330612,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,246
53330612,4d588d34-b005-4e72-8144-c9f9b8fd842f,,26,246
53341083,e103a952-e6a1-4d2d-bc1c-980b25cefb42,,69,247
53385210,e15c2780-b03a-463e-aba9-76be81a3b62e,,70,248
53420322,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,,50,249
53421119,9a669811-0bf0-4501-9690-c0b891c6c009,,51,250
53441987,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,251
53511561,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,252
53526672,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,253
53609833,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,254
53611526,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,,32,255
53611526,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,255
53641731,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,256
53652929,03ec0d30-ae73-4718-8f67-84d0c71bb3d6,,1,257
53663924,71b191f9-dad8-4ebf-833e-9c52777d9996,,38,258
53723915,9a669811-0bf0-4501-9690-c0b891c6c009,,51,259
53753320,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,260
53760990,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,261
53776671,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,262
53826886,425a2c49-db51-4375-ba74-6efa17754955,,19,263
53871203,bc2eadf7-2b57-4305-b2ec-202abbf9a475,,58,264
53878512,8ceacb4b-d00d-463d-a3bb-e898c45ebef9,,46,265
53933686,c5c362dd-0301-4a32-8662-e47b5aacb212,,60,266
53960874,b5be59e6-5259-4d00-8118-f1bcbc6a893d,,55,267
54010597,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,268
54018372,6b4f6860-1ac5-48a7-af88-2b10e5b05b08,,34,269
54033439,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,270
54063542,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,271
54069869,16076e37-856f-44b2-b945-9abd82b2abc1,,7,272
54090464,11bd997d-3fbc-4171-9620-851df209e347,,6,273
54092807,926da28c-000f-4676-a2ac-a24c348c0827,,48,274
54115468,16076e37-856f-44b2-b945-9abd82b2abc1,,7,275
54124784,c5c362dd-0301-4a32-8662-e47b5aacb212,,60,276
54131582,11bd997d-3fbc-4171-9620-851df209e347,,6,277
54141507,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,278
54146074,f5525c44-0da0-4fd1-b84c-0b2aa0d42327,,75,279
54185772,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,,45,280
54186470,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,,50,281
54207789,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,,0,282
54231633,61214eee-4617-47b8-8197-3d6d22bf51c1,,29,283
54261248,9c2439d8-f296-4c3c-b4dd-132a2915dbff,,52,284
54276858,3b3e2546-517e-4be6-9fd9-eabc7cb4671d,,17,285
54299003,751b2bf4-57e3-4a6b-9b74-a5dacffe09c1,,40,286
54314653,bc2eadf7-2b57-4305-b2ec-202abbf9a475,,58,287
54328195,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,288
54345457,bc2eadf7-2b57-4305-b2ec-202abbf9a475,,58,289
54361024,926da28c-000f-4676-a2ac-a24c348c0827,,48,290
54369961,71b191f9-dad8-4ebf-833e-9c52777d9996,,38,291
54389015,04fec418-63c0-463c-95b0-f96087efb92d,,3,292
54397213,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,293
54429737,b5be59e6-5259-4d00-8118-f1bcbc6a893d,,55,294
54464142,3618f309-2641-4646-ae4f-c3a7443df631,,15,295
54474265,68db2965-67c1-431d-bf5f-1a9c673f6394,,33,296
54484312,b5be59e6-5259-4d00-8118-f1bcbc6a893d,,55,297
54574177,04fec418-63c0-463c-95b0-f96087efb92d,,3,298
54574177,65744df7-1a41-4b87-9d76-a33ffa23824b,,31,298
54671007,46fbb6b9-c246-4b62-948e-75942dd8e31b,,22,299
54703631,29470a9d-d065-410c-8b35-31a598add551,,11,300
54703631,e103a952-e6a1-4d2d-bc1c-980b25cefb42,,69,300
54709068,32593e71-f453-40bb-89eb-943b0bcd5dee,,12,301
54730669,0b19710c-1b27-4e61-854a-ddba9e032f6a,,5,302
54787520,79628a58-b103-4164-92ca-1821ffb340f1,,41,303
54808448,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,304
54823029,68db2965-67c1-431d-bf5f-1a9c673f6394,,33,305
54836563,16076e37-856f-44b2-b945-9abd82b2abc1,,7,306
54844305,29470a9d-d065-410c-8b35-31a598add551,,11,307
54854251,04fec418-63c0-463c-95b0-f96087efb92d,,3,308
54861826,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,309
54871804,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,310
54871804,e5031a9e-f56a-4bc4-9d0b-0f7fb49de209,,71,310
54889166,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,,50,311
54890889,b5be59e6-5259-4d00-8118-f1bcbc6a893d,,55,312
54897474,cd16ec9e-cfcb-4a1a-b6d2-46415e84fac6,,62,313
54910609,68db2965-67c1-431d-bf5f-1a9c673f6394,,33,314
54912209,29470a9d-d065-410c-8b35-31a598add551,,11,315
54929300,c5c362dd-0301-4a32-8662-e47b5aacb212,,60,316
54932938,c5c362dd-0301-4a32-8662-e47b5aacb212,,60,317
54937034,425a2c49-db51-4375-ba74-6efa17754955,,19,318
54948283,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,,18,319
54982906,04fec418-63c0-463c-95b0-f96087efb92d,,3,320
54988447,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,321
54997957,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,322
54999953,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,,0,323
55003142,3b3e2546-517e-4be6-9fd9-eabc7cb4671d,,17,324
55021890,3618f309-2641-4646-ae4f-c3a7443df631,,15,325
55030646,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,326
55074716,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,327
55095644,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,,18,328
55098794,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,329
55115818,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,330
55132801,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,331
55136314,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,332
55166359,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,333
55207654,11bd997d-3fbc-4171-9620-851df209e347,,6,334
55222579,16076e37-856f-44b2-b945-9abd82b2abc1,,7,335
55223456,4d588d34-b005-4e72-8144-c9f9b8fd842f,,26,336
55238011,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,337
55238799,16076e37-856f-44b2-b945-9abd82b2abc1,,7,338
55240739,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,339
55285510,576c60f8-adf7-4f32-9af7-a122319fc6f4,,28,340
55285510,6b4f6860-1ac5-48a7-af88-2b10e5b05b08,,34,340
55311634,3618f309-2641-4646-ae4f-c3a7443df631,,15,341
55315090,252e3ac8-da83-466c-b951-25740ebd9716,,10,342
55315090,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,342
55315827,68db2965-67c1-431d-bf5f-1a9c673f6394,,33,343
55317964,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,344
55320040,11bd997d-3fbc-4171-9620-851df209e347,,6,345
55331788,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,,50,346
55341898,9c2439d8-f296-4c3c-b4dd-132a2915dbff,,52,347
55345985,11bd997d-3fbc-4171-9620-851df209e347,,6,348
55350653,4c9dc1ce-70af-4823-a9e6-aa8a8c4c78bd,,25,349
55363079,cfa9f21d-51da-49bc-9f84-168defd1e98f,,64,350
55366694,04fec418-63c0-463c-95b0-f96087efb92d,,3,351
55368535,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,,32,352
55369255,03ec0d30-ae73-4718-8f67-84d0c71bb3d6,,1,353
55369255,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,353
55371309,f5525c44-0da0-4fd1-b84c-0b2aa0d42327,,75,354
55409359,926da28c-000f-4676-a2ac-a24c348c0827,,48,355
55411842,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,,8,356
55422005,29470a9d-d065-410c-8b35-31a598add551,,11,357
55432796,68db2965-67c1-431d-bf5f-1a9c673f6394,,33,358
55483708,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,359
55487329,992307de-2250-40c5-8ed2-ab86094b8d4e,,49,360
55495705,81580833-5a48-4611-bcbc-f7f7778fcab0,,44,361
55497432,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,,0,362
55514082,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,,61,363
